Kullanım Durumu,Tipi,Binanın Yaşı,Binanın Kat Sayısı,Net Metrekare,Brüt Metrekare,Bulunduğu Kat,Site İçerisinde,Isıtma Tipi,Banyo Sayısı,Oda Sayısı,Balkon Durumu,Aidat,Fiyat,Ilce,Mahalle
Boş,Daire,21 Ve Üzeri,2,110,115,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,250.0,17000.0,Keçiören,Tepebaşı Mahallesi
Boş,Daire,1,3,150,160,3.Kat,Hayır,Kombi Doğalgaz,3,4+1,Var,850.0,47000.0,Çankaya,Öveçler Mahallesi
Boş,Villa,2,2,110,120,2.Kat,Evet,Kombi Doğalgaz,2,3+1,Var,275.0,45000.0,Bala,Beynam Mahallesi
Boş,Daire,5-10,3,120,140,1.Kat,Hayır,Kombi Doğalgaz,2,4+1,Var,150.0,21000.0,Mamak,Bahçeleriçi Mahallesi
Boş,Daire,21 Ve Üzeri,3,120,130,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,25000.0,Sincan,Plevne Mahallesi
Boş,Daire,21 Ve Üzeri,4,52,55,3.Kat,Hayır,Merkezi Doğalgaz,1,1+1,Var,2062.0,25500.0,Etimesgut,Tunahan Mahallesi
Boş,Daire,0 (Yeni),3,120,130,2.Kat,Hayır,Kombi Doğalgaz,2,3+1,Var,275.0,25000.0,Altındağ,Karapürçek Mahallesi
Boş,Daire,0 (Yeni),15,130,140,14.Kat,Evet,Kombi Doğalgaz,2,3+1,Var,725.0,30000.0,Mamak,Cengizhan Mahallesi
Boş,Daire,21 Ve Üzeri,3,110,120,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,100.0,22000.0,Keçiören,Aşağı Eğlence Mahallesi
Boş,Daire,21 Ve Üzeri,3,90,100,Düz Giriş (Zemin),Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,17000.0,Keçiören,19 Mayıs Mahallesi
Boş,Daire,21 Ve Üzeri,3,100,115,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,19400.0,Keçiören,Şenlik Mahallesi
Boş,Daire,21 Ve Üzeri,4,105,115,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,19900.0,Keçiören,Güçlükaya Mahallesi
Boş,Daire,21 Ve Üzeri,3,110,125,Kot 3 (-3).Kat,Hayır,Kombi Doğalgaz,1,3+0,Var,200.0,22500.0,Keçiören,Ayvalı Mahallesi
Boş,Daire,16-20,3,130,140,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,24000.0,Keçiören,Bağlarbaşı Mahallesi
Boş,Daire,11-15,5,110,120,Bahçe Katı,Hayır,Kombi Doğalgaz,1,3+1,Yok,260.0,30000.0,Sincan,Ahi Evran Mahallesi
Boş,Daire,16-20,3,120,130,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,26000.0,Keçiören,Güçlükaya Mahallesi
Boş,Daire,11-15,4,135,162,4.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,32500.0,Sincan,Gökçek Mahallesi
Boş,Daire,21 Ve Üzeri,3,95,105,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,850.0,25000.0,Çankaya,Murat Mahallesi
Boş,Daire,5-10,3,115,125,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,20000.0,Sincan,Malazgirt Mahallesi
Boş,Daire,21 Ve Üzeri,2,110,115,Kot 1 (-1).Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,25500.0,Keçiören,Ayvalı Mahallesi
Boş,Daire,16-20,2,110,115,Düz Giriş (Zemin),Hayır,Kombi Doğalgaz,2,3+1,Var,200.0,20750.0,Keçiören,19 Mayıs Mahallesi
Boş,Daire,21 Ve Üzeri,2,100,105,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,21000.0,Keçiören,Ayvalı Mahallesi
Boş,Daire,21 Ve Üzeri,7,110,130,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,27000.0,Yenimahalle,Demetgül Mahallesi
Boş,Daire,5-10,4,115,125,Yüksek Giriş,Hayır,Kombi Doğalgaz,2,3+1,Var,200.0,20000.0,Sincan,Tandoğan Mahallesi
Boş,Daire,21 Ve Üzeri,4,75,85,4.Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,200.0,16700.0,Sincan,Fatih Mahallesi
Boş,Daire,0 (Yeni),6,100,110,Düz Giriş (Zemin),Hayır,Kombi Doğalgaz,2,3+1,Var,275.0,18000.0,Altındağ,Feridun Çelik Mahallesi
Boş,Daire,5-10,6,130,140,2.Kat,Hayır,Kombi Doğalgaz,2,3+1,Var,200.0,26000.0,Keçiören,Yükseltepe Mahallesi
Boş,Daire,11-15,4,100,115,Kot 1 (-1).Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,500.0,18000.0,Yenimahalle,Avcılar Mahallesi
Boş,Daire,21 Ve Üzeri,12,120,125,11.Kat,Hayır,Merkezi Doğalgaz,1,3+1,Var,500.0,30000.0,Yenimahalle,Gayret Mahallesi
Boş,Daire,16-20,5,105,110,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,15000.0,Keçiören,19 Mayıs Mahallesi
Boş,Daire,5-10,7,145,160,Yüksek Giriş,Evet,Kombi Doğalgaz,2,3+1,Var,650.0,50000.0,Yenimahalle,Çakırlar Mahallesi
Boş,Daire,3,16,85,90,11.Kat,Evet,Merkezi (Pay Ölçer),2,2+1,Var,1000.0,38500.0,Etimesgut,Göksu Mahallesi
Boş,Daire,11-15,10,200,255,4.Kat,Evet,Merkezi (Pay Ölçer),2,3+1,Var,2950.0,76000.0,Çankaya,Büyükesat Mahallesi
Boş,Daire,21 Ve Üzeri,2,145,160,Yüksek Giriş,Hayır,Merkezi Doğalgaz,2,3+1,Var,850.0,49000.0,Çankaya,Büyükesat Mahallesi
Boş,Daire,16-20,16,60,65,4.Kat,Evet,Merkezi (Pay Ölçer),1,1+1,Var,1000.0,29500.0,Etimesgut,Şehit Osman Avcı Mahallesi
Boş,Daire,11-15,3,140,150,Çatı Dubleks,Hayır,Kombi Doğalgaz,2,4+1,Var,100.0,25000.0,Sincan,Atatürk Mahallesi
Boş,Daire,21 Ve Üzeri,25,125,135,Kot 1 (-1).Kat,Hayır,Merkezi Doğalgaz,1,3+1,Var,1540.0,33000.0,Çankaya,Ayrancı Mahallesi
Boş,Daire,21 Ve Üzeri,9,100,110,4.Kat,Evet,Merkezi Doğalgaz,1,3+1,Var,650.0,32000.0,Yenimahalle,Batı Sitesi Mahallesi
Boş,Daire,21 Ve Üzeri,5,45,55,Yüksek Giriş,Hayır,Doğalgaz Sobalı,1,1+1,Yok,500.0,500000.0,Yenimahalle,Karşıyaka Mahallesi
Boş,Daire,21 Ve Üzeri,5,115,125,Düz Giriş (Zemin),Hayır,Merkezi Doğalgaz,1,3+1,Var,850.0,35000.0,Çankaya,Ümit Mahallesi
Boş,Daire,16-20,3,45,50,1.Kat,Hayır,Kombi Doğalgaz,1,1+1,Var,275.0,29000.0,Etimesgut,Kazım Karabekir Mahallesi
Boş,Daire,5-10,10,130,145,2.Kat,Evet,Kombi Doğalgaz,2,3+1,Var,650.0,23500.0,Yenimahalle,Çiğdemtepe Mahallesi
Boş,Daire,21 Ve Üzeri,4,95,105,Yüksek Giriş,Hayır,Kombi Doğalgaz,1,3+1,Var,500.0,18000.0,Gölbaşı,Bahçelievler Mahallesi
Boş,Daire,16-20,5,120,135,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,15000.0,Sincan,Ulubatlı Hasan Mahallesi
Boş,Daire,16-20,10,85,95,7.Kat,Evet,Merkezi Doğalgaz,1,2+1,Var,1000.0,22000.0,Etimesgut,Turkuaz Mahallesi
Boş,Daire,21 Ve Üzeri,4,320,400,4.Kat,Hayır,Kombi Doğalgaz,2,5+1,Var,300.0,49000.0,Çankaya,Mürsel Uluç Mahallesi
Boş,Daire,5-10,10,110,120,4.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,275.0,24000.0,Altındağ,Gültepe Mahallesi
Boş,Daire,11-15,5,110,120,2.Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,275.0,15500.0,Altındağ,Battalgazi Mahallesi
Boş,Daire,16-20,3,110,120,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,25500.0,Etimesgut,Topçu Mahallesi
Boş,Daire,5-10,10,55,60,1.Kat,Evet,Merkezi (Pay Ölçer),1,1+1,Var,1000.0,26750.0,Etimesgut,Şeker Mahallesi
Boş,Daire,0 (Yeni),7,45,55,3.Kat,Hayır,Yerden Isıtma,1,1+1,Var,1500.0,30000.0,Yenimahalle,Çamlıca Mahallesi
Boş,Daire,21 Ve Üzeri,3,48,52,2.Kat,Hayır,Merkezi Doğalgaz,1,1+1,Var,2355.0,20500.0,Etimesgut,Tunahan Mahallesi
Boş,Daire,11-15,17,145,160,3.Kat,Evet,Yerden Isıtma,2,3+1,Var,650.0,39000.0,Yenimahalle,Kayalar Mahallesi
Boş,Daire,3,16,55,60,1.Kat,Hayır,Merkezi (Pay Ölçer),1,1+1,Var,500.0,33000.0,Yenimahalle,Cumhuriyet Mahallesi
Boş,Daire,21 Ve Üzeri,3,100,110,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,150.0,25000.0,Mamak,Demirlibahçe Mahallesi
Boş,Daire,0 (Yeni),6,100,110,Yüksek Giriş,Hayır,Kombi Doğalgaz,1,2+1,Var,200.0,20000.0,Sincan,Saraycık Mahallesi
Boş,Daire,16-20,3,90,100,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,22000.0,Etimesgut,Atakent Mahallesi
Boş,Daire,5-10,4,100,110,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,500.0,22750.0,Gölbaşı,Şafak Mahallesi
Boş,Daire,21 Ve Üzeri,4,105,115,Düz Giriş (Zemin),Hayır,Merkezi Doğalgaz,2,3+1,Var,850.0,54000.0,Çankaya,Çankaya Mahallesi
Boş,Daire,11-15,1,40,45,Yüksek Giriş,Hayır,Sobalı,1,1+1,Var,500.0,18000.0,Gölbaşı,Gökçehüyük Mahallesi
Boş,Daire,11-15,3,110,120,2.Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,200.0,18000.0,Keçiören,Bademlik Mahallesi
Boş,Daire,21 Ve Üzeri,4,81,99,3.Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,200.0,15000.0,Sincan,Selçuklu Mahallesi
Boş,Daire,11-15,11,82,94,1.Kat,Hayır,Merkezi Doğalgaz,1,2+1,Var,275.0,23500.0,Etimesgut,Turkuaz Mahallesi
Boş,Daire,21 Ve Üzeri,8,130,140,7.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,25000.0,Mamak,Kartaltepe Mahallesi
Boş,Daire,11-15,2,65,75,1.Kat,Hayır,Kombi Doğalgaz,1,1+1,Var,500.0,22000.0,Yenimahalle,Anadolu Mahallesi
Boş,Daire,21 Ve Üzeri,3,140,179,3.Kat,Hayır,Kombi Doğalgaz,1,3.5+1,Var,200.0,22900.0,Keçiören,Pınarbaşı Mahallesi
Boş,Daire,16-20,3,85,95,Düz Giriş (Zemin),Hayır,Kombi Doğalgaz,1,2+1,Var,200.0,16000.0,Keçiören,Çaldıran Mahallesi
Boş,Daire,21 Ve Üzeri,3,130,140,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,23000.0,Keçiören,19 Mayıs Mahallesi
Boş,Daire,21 Ve Üzeri,4,100,110,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,100.0,18500.0,Mamak,Kazım Orbay Mahallesi
Boş,Daire,11-15,5,145,165,3.Kat,Hayır,Merkezi (Pay Ölçer),2,3+1,Var,275.0,27000.0,Etimesgut,İstasyon Mahallesi
Boş,Daire,16-20,6,125,138,1.Kat,Hayır,Kombi Doğalgaz,2,3+1,Var,500.0,29000.0,Etimesgut,Topçu Mahallesi
Boş,Daire,21 Ve Üzeri,4,120,125,2.Kat,Hayır,Kombi Doğalgaz,2,3+1,Var,850.0,30000.0,Çankaya,Birlik Mahallesi
Boş,Daire,21 Ve Üzeri,3,90,100,2.Kat,Hayır,Kombi Doğalgaz,1,2+2,Var,850.0,30000.0,Çankaya,Esatoğlu Mahallesi
Boş,Daire,4,3,90,100,3.Kat,Hayır,Merkezi (Pay Ölçer),2,2+2,Var,850.0,45000.0,Çankaya,Çamlıtepe Mahallesi
Boş,Daire,21 Ve Üzeri,4,120,125,Yüksek Giriş,Hayır,Merkezi Doğalgaz,1,1+1,Var,850.0,35000.0,Çankaya,Harbiye Mahallesi
Boş,Daire,21 Ve Üzeri,3,50,52,3.Kat,Hayır,Merkezi Doğalgaz,1,1+1,Var,1967.0,16500.0,Etimesgut,Şeyh Şamil Mahallesi
Boş,Daire,16-20,3,100,110,2.Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,150.0,18750.0,Mamak,Fahri Korutürk Mahallesi
Boş,Daire,0 (Yeni),3,110,115,Yüksek Giriş,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,24900.0,Keçiören,Kafkas Mahallesi
Boş,Daire,11-15,3,105,110,Yüksek Giriş,Hayır,Merkezi (Pay Ölçer),1,3+1,Var,250.0,22000.0,Pursaklar,Yunus Emre Mahallesi
Boş,Daire,11-15,3,110,115,Kot 1 (-1).Kat,Hayır,Kombi Doğalgaz,2,3+1,Var,250.0,17500.0,Pursaklar,Yunus Emre Mahallesi
Boş,Daire,21 Ve Üzeri,4,50,60,Bahçe Katı,Hayır,Kombi Doğalgaz,1,1+1,Var,500.0,17500.0,Yenimahalle,Anadolu Mahallesi
Boş,Daire,21 Ve Üzeri,3,75,85,Yüksek Giriş,Hayır,Kombi Doğalgaz,1,2+1,Var,150.0,23000.0,Mamak,Saimekadın Mahallesi
Boş,Daire,2,15,208,238,12.Kat,Hayır,Merkezi (Pay Ölçer),2,4+1,Var,850.0,62000.0,Çankaya,Bademlidere Mahallesi
Boş,Daire,16-20,3,120,130,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,850.0,45000.0,Çankaya,Malazgirt Mahallesi
Boş,Daire,11-15,13,130,140,5.Kat,Hayır,Kombi Doğalgaz,2,3+1,Var,500.0,28000.0,Yenimahalle,Çiğdemtepe Mahallesi
Kiracı Oturuyor,Daire,5-10,3,110,120,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,150.0,25000.0,Mamak,Gülveren Mahallesi
Kiracı Oturuyor,Daire,1,13,75,80,2.Kat,Hayır,Merkezi Doğalgaz,2,2+1,Var,275.0,38000.0,Etimesgut,Yeni Bağlıca Mahallesi
Boş,Daire,21 Ve Üzeri,4,100,115,Kot 1 (-1).Kat,Hayır,Merkezi Doğalgaz,1,2+1,Var,850.0,35000.0,Çankaya,Ayrancı Mahallesi
Boş,Daire,21 Ve Üzeri,3,60,70,2.Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,275.0,11000.0,Altındağ,Örnek Mahallesi
Kiracı Oturuyor,Daire,16-20,30,150,210,6.Kat,Hayır,Merkezi (Pay Ölçer),2,4+1,Var,7268.0,110000.0,Çankaya,Oran Mahallesi
Boş,Daire,4,14,130,140,7.Kat,Hayır,Merkezi (Pay Ölçer),2,4+1,Var,1000.0,28000.0,Mamak,Altıağaç Mahallesi
Boş,Daire,5-10,3,125,135,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,23000.0,Keçiören,Yayla Mahallesi
Boş,Daire,11-15,7,90,100,3.Kat,Evet,Kombi Doğalgaz,1,2+1,Var,250.0,17000.0,Sincan,Fevzi Çakmak Mahallesi
Boş,Daire,21 Ve Üzeri,3,60,70,Kot 1 (-1).Kat,Hayır,Kombi Doğalgaz,1,1+1,Var,200.0,14000.0,Keçiören,Güçlükaya Mahallesi
Boş,Daire,5-10,3,90,100,3.Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,200.0,20000.0,Keçiören,Esertepe Mahallesi
Boş,Daire,5-10,2,115,125,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,20000.0,Keçiören,Etlik Mahallesi
Boş,Daire,21 Ve Üzeri,2,120,130,2.Kat,Evet,Kombi Doğalgaz,1,3+1,Var,650.0,30000.0,Yenimahalle,Uğur Mumcu Mahallesi
Boş,Daire,5-10,2,115,125,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,20000.0,Keçiören,Etlik Mahallesi
Boş,Daire,5-10,2,110,120,Yüksek Giriş,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,19000.0,Keçiören,Etlik Mahallesi
Boş,Daire,21 Ve Üzeri,5,105,120,Yüksek Giriş,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,17000.0,Sincan,Andiçen Mahallesi
Boş,Daire,21 Ve Üzeri,3,125,135,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,18000.0,Keçiören,Tepebaşı Mahallesi
Boş,Daire,0 (Yeni),11,84,94,4.Kat,Hayır,Yerden Isıtma,2,2+1,Var,275.0,29000.0,Etimesgut,Atayurt Mahallesi
Boş,Daire,5-10,2,110,120,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,18000.0,Keçiören,Etlik Mahallesi
Boş,Daire,5-10,3,110,120,Yüksek Giriş,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,19000.0,Keçiören,Etlik Mahallesi
Boş,Daire,16-20,5,125,135,4.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,750.0,26000.0,Yenimahalle,Ata Mahallesi
Boş,Daire,11-15,4,165,178,2.Kat,Evet,Kombi Doğalgaz,2,3+1,Var,2000.0,53000.0,Keçiören,Ayvalı Mahallesi
Boş,Daire,0 (Yeni),12,75,85,11.Kat,Evet,Merkezi Doğalgaz,2,2+1,Var,725.0,30000.0,Mamak,Akşemsettin Mahallesi
Boş,Daire,21 Ve Üzeri,3,110,120,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,21000.0,Keçiören,Etlik Mahallesi
Boş,Daire,21 Ve Üzeri,16,55,60,4.Kat,Hayır,Merkezi (Pay Ölçer),1,1+1,Var,275.0,27000.0,Etimesgut,Altay Mahallesi
Boş,Daire,16-20,3,75,85,1.Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,275.0,20000.0,Etimesgut,Kazım Karabekir Mahallesi
Boş,Daire,21 Ve Üzeri,4,100,115,2.Kat,Evet,Kombi Doğalgaz,1,3+1,Var,650.0,29000.0,Yenimahalle,İlkyerleşim Mahallesi
Boş,Daire,11-15,15,85,90,3.Kat,Evet,Merkezi (Pay Ölçer),1,2+1,Var,1000.0,37500.0,Etimesgut,Yapracık Mahallesi
Boş,Daire,21 Ve Üzeri,10,120,140,5.Kat,Evet,Kombi Doğalgaz,1,3+1,Var,450.0,33000.0,Keçiören,Basınevleri Mahallesi
Boş,Daire,0 (Yeni),3,45,52,Yüksek Giriş,Hayır,Kombi Doğalgaz,1,1+1,Var,500.0,18000.0,Gölbaşı,İncek Mahallesi
Boş,Daire,0 (Yeni),3,45,52,1.Kat,Hayır,Yerden Isıtma,1,1+1,Var,750.0,24000.0,Gölbaşı,İncek Mahallesi
Boş,Daire,0 (Yeni),12,80,85,10.Kat,Hayır,Yerden Isıtma,2,2+1,Var,150.0,25500.0,Mamak,Akşemsettin Mahallesi
Boş,Daire,16-20,4,180,200,3.Kat,Hayır,Kombi Doğalgaz,2,5+1,Var,100.0,23000.0,Polatlı,Gazi Mahallesi
Boş,Daire,1,3,40,45,1.Kat,Hayır,Yerden Isıtma,1,1+1,Var,850.0,30000.0,Çankaya,Yaşamkent Mahallesi
Boş,Daire,3,3,40,45,2.Kat,Hayır,Merkezi Doğalgaz,1,1+1,Var,850.0,31000.0,Çankaya,Yaşamkent Mahallesi
Mülk Sahibi Oturuyor,Daire,1,4,70,90,Yüksek Giriş,Hayır,Kombi Doğalgaz,1,2+1,Var,850.0,60000.0,Çankaya,Yukarı Bahçelievler Mahallesi
Kiracı Oturuyor,Daire,21 Ve Üzeri,4,140,160,3.Kat,Hayır,Merkezi Doğalgaz,1,4+1,Var,850.0,45000.0,Çankaya,Bahçelievler Mahallesi
Boş,Daire,21 Ve Üzeri,3,100,110,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,150.0,20500.0,Mamak,Bahçeleriçi Mahallesi
Boş,Daire,5-10,44,60,70,35.Kat,Hayır,Yerden Isıtma,1,1+1,Var,850.0,38000.0,Çankaya,Alacaatlı Mahallesi
Kiracı Oturuyor,Daire,11-15,3,120,140,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,275.0,23000.0,Altındağ,Karapürçek Mahallesi
Boş,Daire,21 Ve Üzeri,4,75,85,Yüksek Giriş,Hayır,Kombi Doğalgaz,1,2+1,Var,200.0,38000.0,Çankaya,Remzi Oğuz Arık Mahallesi
Boş,Daire,2,5,40,45,3.Kat,Hayır,Merkezi Doğalgaz,1,1+1,Var,850.0,26000.0,Çankaya,Yaşamkent Mahallesi
Boş,Daire,5-10,4,125,130,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,22000.0,Keçiören,Şehit Kubilay Mahallesi
Boş,Daire,0 (Yeni),4,60,65,Düz Giriş (Zemin),Hayır,Kombi Doğalgaz,1,2+1,Yok,850.0,42000.0,Çankaya,Bahçelievler Mahallesi
Boş,Daire,0 (Yeni),4,45,55,2.Kat,Hayır,Kombi Doğalgaz,1,1+1,Var,850.0,33000.0,Çankaya,Aziziye Mahallesi
Boş,Daire,16-20,3,120,130,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,250.0,25000.0,Keçiören,23 Nisan Mahallesi
Boş,Daire,0 (Yeni),4,44,55,1.Kat,Hayır,Kombi Doğalgaz,1,1+1,Var,200.0,13500.0,Çubuk,Yıldırım Beyazıt Mahallesi
Boş,Daire,1,5,88,95,Düz Giriş (Zemin),Hayır,Merkezi (Pay Ölçer),2,2+1,Var,200.0,18000.0,Sincan,Saraycık Mahallesi
Boş,Daire,3,3,120,130,Yüksek Giriş,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,30000.0,Sincan,Mareşal Çakmak Mahallesi
Boş,Daire,21 Ve Üzeri,1,120,135,1.Kat,Hayır,Kombi Doğalgaz,2,3+1,Var,200.0,20000.0,Sincan,Malazgirt Mahallesi
Boş,Daire,21 Ve Üzeri,4,110,120,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,100.0,17000.0,Sincan,Pınarbaşı Mahallesi
Boş,Daire,2,4,40,45,4.Kat,Hayır,Yerden Isıtma,1,1+1,Var,850.0,32500.0,Çankaya,Yaşamkent Mahallesi
Boş,Müstakil Ev,21 Ve Üzeri,1,170,180,2.Kat,Hayır,Sobalı,1,3+1,Var,500.0,25000.0,Yenimahalle,Yakacık Mahallesi
Boş,Daire,11-15,3,125,130,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,18000.0,Sincan,Malazgirt Mahallesi
Boş,Daire,21 Ve Üzeri,30,85,105,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,22000.0,Keçiören,Kamil Ocak Mahallesi
Boş,Daire,0 (Yeni),16,85,90,15.Kat,Evet,Merkezi (Pay Ölçer),2,2+1,Var,1000.0,26000.0,Etimesgut,Atayurt Mahallesi
Boş,Daire,0 (Yeni),8,80,95,3.Kat,Evet,Yerden Isıtma,2,2+1,Var,1000.0,28000.0,Etimesgut,Atayurt Mahallesi
Boş,Daire,16-20,3,120,135,2.Kat,Hayır,Kombi Doğalgaz,1,4+1,Var,100.0,25000.0,Mamak,Saimekadın Mahallesi
Boş,Daire,5-10,3,110,120,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,150.0,21000.0,Mamak,Ekin Mahallesi
Boş,Daire,11-15,14,74,85,Yüksek Giriş,Evet,Merkezi (Pay Ölçer),1,2+1,Var,1000.0,17000.0,Etimesgut,Aşağıyurtçu Mahallesi
Kiracı Oturuyor,Daire,16-20,30,150,210,6.Kat,Hayır,Merkezi (Pay Ölçer),2,4+1,Var,7268.0,110000.0,Çankaya,Oran Mahallesi
Boş,Müstakil Ev,21 Ve Üzeri,3,145,165,2.Kat,Evet,Kombi Doğalgaz,1,3+1,Var,650.0,45000.0,Yenimahalle,Kardelen Mahallesi
Boş,Daire,5-10,3,125,135,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,21000.0,Keçiören,Bademlik Mahallesi
Boş,Daire,21 Ve Üzeri,4,85,90,Bahçe Katı,Hayır,Kombi Doğalgaz,1,2+1,Var,200.0,16500.0,Sincan,Plevne Mahallesi
Boş,Daire,11-15,11,117,124,Kot 1 (-1).Kat,Hayır,Merkezi (Pay Ölçer),1,3+1,Var,275.0,17500.0,Etimesgut,Atayurt Mahallesi
Boş,Daire,16-20,4,120,125,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,25000.0,Sincan,Selçuklu Mahallesi
Boş,Daire,5-10,10,55,60,Yüksek Giriş,Evet,Merkezi (Pay Ölçer),1,1+1,Var,1000.0,23000.0,Etimesgut,Şeker Mahallesi
Mülk Sahibi Oturuyor,Daire,11-15,3,110,120,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,275.0,30000.0,Etimesgut,Şeker Mahallesi
Boş,Daire,0 (Yeni),3,105,125,Düz Giriş (Zemin),Hayır,Kombi Doğalgaz,2,3+1,Var,150.0,20000.0,Mamak,Akşemsettin Mahallesi
Boş,Daire,16-20,3,120,130,Kot 1 (-1).Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,150.0,23000.0,Mamak,Mehtap Mahallesi
Boş,Daire,0 (Yeni),13,88,95,9.Kat,Evet,Kombi Doğalgaz,2,2+1,Var,1000.0,25000.0,Etimesgut,Atayurt Mahallesi
Boş,Daire,0 (Yeni),13,169,210,7.Kat,Hayır,Merkezi (Pay Ölçer),2,4+1,Var,500.0,46500.0,Yenimahalle,Susuz Mahallesi
Boş,Daire,0 (Yeni),10,100,110,4.Kat,Hayır,Merkezi (Pay Ölçer),2,2+1,Var,200.0,33000.0,Sincan,Saraycık Mahallesi
Boş,Daire,5-10,8,110,115,Düz Giriş (Zemin),Evet,Merkezi (Pay Ölçer),1,3+1,Var,1000.0,22000.0,Mamak,Altınevler Mahallesi
Boş,Daire,5-10,11,75,85,5.Kat,Hayır,Merkezi (Pay Ölçer),1,2+1,Var,700.0,25000.0,Mamak,Karaağaç Mahallesi
Boş,Daire,0 (Yeni),3,125,145,2.Kat,Hayır,Kombi Doğalgaz,2,3+1,Var,100.0,25000.0,Sincan,Menderes Mahallesi
Boş,Daire,3,14,165,185,11.Kat,Evet,Merkezi (Pay Ölçer),2,4+1,Var,650.0,51000.0,Yenimahalle,Susuz Mahallesi
Boş,Daire,0 (Yeni),3,50,55,Yüksek Giriş,Hayır,Kombi Doğalgaz,1,1+1,Var,500.0,15000.0,Gölbaşı,İncek Mahallesi
Boş,Daire,21 Ve Üzeri,15,75,80,2.Kat,Evet,Merkezi Doğalgaz,1,2+1,Var,1000.0,33750.0,Etimesgut,Şehit Osman Avcı Mahallesi
Boş,Daire,2,3,100,115,2.Kat,Hayır,Kombi Doğalgaz,2,3+1,Var,500.0,35000.0,Gölbaşı,İncek Mahallesi
Boş,Daire,5-10,4,115,120,Düz Giriş (Zemin),Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,19900.0,Keçiören,Atapark Mahallesi
Boş,Daire,5-10,4,110,120,Kot 1 (-1).Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,26500.0,Keçiören,Osmangazi Mahallesi
