Kullanım Durumu,Tipi,Binanın Yaşı,Binanın Kat Sayısı,Net Metrekare,Brüt Metrekare,Bulunduğu Kat,Site İçerisinde,Isıtma Tipi,Banyo Sayısı,Oda Sayısı,Balkon Durumu,Aidat,Fiyat,Ilce,Mahalle
Boş,Daire,21 Ve Üzeri,3,120,130,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,350.0,32500.0,Çankaya,100. Yıl Mahallesi
Boş,Daire,5-10,4,130,135,2.Kat,Hayır,Kombi Doğalgaz,2,3+1,Var,200.0,12000.0,Sincan,Alcı Mahallesi
Boş,Daire,0 (Yeni),3,68,75,Yüksek Giriş,Hayır,Yerden Isıtma,1,2+1,Var,850.0,33500.0,Çankaya,Cebeci Mahallesi
Boş,Daire,11-15,3,110,120,Kot 2 (-2).Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,18000.0,Keçiören,Şehit Kubilay Mahallesi
Boş,Daire,21 Ve Üzeri,4,100,110,Yüksek Giriş,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,20000.0,Sincan,Menderes Mahallesi
Boş,Daire,21 Ve Üzeri,4,100,110,Yüksek Giriş,Hayır,Kombi Doğalgaz,1,3+1,Var,850.0,25500.0,Çankaya,Mürsel Uluç Mahallesi
Boş,Daire,5-10,5,60,70,Kot 1 (-1).Kat,Hayır,Kombi Doğalgaz,1,1+1,Var,850.0,26500.0,Çankaya,Aşıkpaşa Mahallesi
Mülk Sahibi Oturuyor,Villa,21 Ve Üzeri,3,654,700,2.Kat,Evet,Kombi Doğalgaz,5,9+ Oda,Var,2950.0,200000.0,Çankaya,Ümit Mahallesi
Boş,Daire,0 (Yeni),6,75,85,Düz Giriş (Zemin),Hayır,Kombi Doğalgaz,1,2+1,Yok,150.0,27000.0,Çankaya,Kültür Mahallesi
Boş,Daire,5-10,7,145,155,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,150.0,25500.0,Mamak,Durali Alıç Mahallesi
Boş,Daire,21 Ve Üzeri,4,115,125,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,275.0,20500.0,Etimesgut,Oğuzlar Mahallesi
Boş,Daire,0 (Yeni),13,45,52,2.Kat,Hayır,Yerden Isıtma,1,1+1,Var,500.0,33000.0,Yenimahalle,Turgut Özal Mahallesi
Boş,Daire,11-15,11,70,85,5.Kat,Hayır,Merkezi (Pay Ölçer),1,2+1,Var,900.0,23000.0,Etimesgut,Atayurt Mahallesi
Boş,Daire,21 Ve Üzeri,3,80,85,1.Kat,Evet,Kombi Doğalgaz,1,2+1,Var,100.0,18000.0,Altındağ,Aydınlıkevler Mahallesi
Boş,Daire,21 Ve Üzeri,3,110,120,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,20000.0,Keçiören,Kamil Ocak Mahallesi
Boş,Daire,11-15,3,80,92,Yüksek Giriş,Hayır,Kombi Doğalgaz,1,2+1,Var,850.0,35000.0,Çankaya,Huzur Mahallesi
Boş,Villa,5-10,2,250,270,2.Kat,Evet,Kombi Doğalgaz,3,4+1,Var,2950.0,125000.0,Çankaya,Alacaatlı Mahallesi
Boş,Daire,5-10,8,140,145,6.Kat,Evet,Merkezi (Pay Ölçer),2,3+1,Var,1000.0,35000.0,Etimesgut,Ahi Mesut Mahallesi
Boş,Daire,21 Ve Üzeri,4,120,125,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,275.0,29500.0,Etimesgut,Güzelkent Mahallesi
Boş,Daire,21 Ve Üzeri,5,90,100,Düz Giriş (Zemin),Hayır,Kombi Doğalgaz,1,2+1,Var,850.0,20000.0,Çankaya,Ertuğrulgazi Mahallesi
Boş,Daire,11-15,5,125,135,2.Kat,Hayır,Kombi Doğalgaz,2,3+1,Var,300.0,28000.0,Keçiören,Kuşcağız Mahallesi
Boş,Daire,21 Ve Üzeri,3,79,98,3.Kat,Hayır,Sobalı,Yok,2+1,Var,275.0,8000.0,Haymana,Yeni Mahallesi
Boş,Daire,21 Ve Üzeri,4,113,124,4.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,15000.0,Sincan,Mareşal Çakmak Mahallesi
Boş,Daire,21 Ve Üzeri,3,100,105,Kot 1 (-1).Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,200.0,20000.0,Keçiören,Ayvalı Mahallesi
Boş,Daire,21 Ve Üzeri,3,250,280,3.Kat,Hayır,Kombi Doğalgaz,3,6+1,Var,200.0,40000.0,Keçiören,Ayvalı Mahallesi
Boş,Daire,0 (Yeni),4,70,85,3.Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,1000.0,45000.0,Çankaya,Maltepe Mahallesi
Boş,Daire,21 Ve Üzeri,11,90,105,11.Kat,Evet,Merkezi (Pay Ölçer),1,3+1,Var,2950.0,58500.0,Çankaya,Prof. Dr. Ahmet Taner Kışlalı Mahallesi
Boş,Daire,2,3,75,140,2.Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,500.0,30500.0,Gölbaşı,İncek Mahallesi
Boş,Daire,21 Ve Üzeri,8,145,165,3.Kat,Hayır,Merkezi Doğalgaz,1,3+1,Var,850.0,62000.0,Çankaya,Kızılırmak Mahallesi
Boş,Daire,4,30,127,148,1.Kat,Evet,Merkezi (Pay Ölçer),2,3.5+1,Var,275.0,70000.0,Gölbaşı,Kızılcaşar Mahallesi
Boş,Daire,5-10,7,300,350,7.Kat,Evet,Merkezi Doğalgaz,3,4+1,Var,725.0,40000.0,Mamak,Türközü Mahallesi
Boş,Daire,21 Ve Üzeri,7,130,150,7.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,850.0,32000.0,Çankaya,Fakülteler Mahallesi
Boş,Daire,1,3,40,43,1.Kat,Hayır,Kombi Doğalgaz,1,1+1,Var,850.0,40000.0,Çankaya,Gaziosmanpaşa Mahallesi
Boş,Daire,11-15,4,100,110,Kot 1 (-1).Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,150.0,24000.0,Mamak,Cengizhan Mahallesi
Boş,Daire,11-15,3,110,120,Yüksek Giriş,Hayır,Kombi Doğalgaz,2,3+1,Var,275.0,25000.0,Altındağ,Yıldıztepe Mahallesi
Boş,Daire,4,13,80,100,13.Kat,Evet,Merkezi (Pay Ölçer),1,2+1,Var,650.0,60000.0,Yenimahalle,Ergazi Mahallesi
Boş,Daire,4,3,120,130,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,400.0,20000.0,Mamak,Yeşilbayır Mahallesi
Boş,Daire,11-15,10,120,146,4.Kat,Evet,Merkezi (Pay Ölçer),1,3+1,Var,650.0,47500.0,Yenimahalle,Gayret Mahallesi
Boş,Daire,2,9,130,145,2.Kat,Hayır,Kombi Doğalgaz,2,3+1,Var,275.0,30000.0,Kahramankazan,Atatürk Mahallesi
Boş,Daire,11-15,4,125,135,4.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,275.0,23000.0,Kahramankazan,Atatürk Mahallesi
Boş,Daire,16-20,4,105,125,4.Kat,Evet,Kombi Doğalgaz,1,3+1,Var,1000.0,18000.0,Etimesgut,Oğuzlar Mahallesi
Boş,Daire,5-10,15,175,185,7.Kat,Evet,Merkezi (Pay Ölçer),2,4+1,Var,450.0,55000.0,Keçiören,Ovacık Mahallesi
Boş,Daire,16-20,3,95,110,Yüksek Giriş,Hayır,Kombi Doğalgaz,1,2+1,Var,200.0,17500.0,Keçiören,Uyanış Mahallesi
Boş,Daire,11-15,3,110,115,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,275.0,21000.0,Etimesgut,30 Ağustos Mahallesi
Boş,Daire,21 Ve Üzeri,5,110,120,1.Kat,Evet,Kombi Doğalgaz,1,3+1,Var,250.0,25000.0,Sincan,Ulubatlı Hasan Mahallesi
Boş,Daire,5-10,7,50,60,Kot 1 (-1).Kat,Evet,Merkezi (Pay Ölçer),1,1+1,Var,725.0,22000.0,Mamak,Altıağaç Mahallesi
Boş,Daire,0 (Yeni),3,120,130,2.Kat,Hayır,Kombi Doğalgaz,2,3+1,Var,200.0,28000.0,Keçiören,Karakaya Mahallesi
Boş,Daire,21 Ve Üzeri,3,100,110,3.Kat,Hayır,Merkezi Doğalgaz,1,3+1,Var,2000.0,32000.0,Çankaya,Bahçelievler Mahallesi
Boş,Daire,21 Ve Üzeri,3,149,160,3.Kat,Hayır,Kombi Doğalgaz,1,3+0,Var,850.0,37500.0,Çankaya,Emek Mahallesi
Boş,Daire,5-10,4,90,95,3.Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,300.0,25000.0,Çankaya,Emek Mahallesi
Boş,Daire,21 Ve Üzeri,3,125,130,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,23000.0,Etimesgut,Kazım Karabekir Mahallesi
Boş,Daire,2,2,65,80,1.Kat,Hayır,Merkezi (Pay Ölçer),1,1+1,Var,850.0,40000.0,Çankaya,Kazım Özalp Mahallesi
Boş,Daire,11-15,6,55,65,1.Kat,Evet,Kombi Doğalgaz,1,1+1,Yok,250.0,15500.0,Sincan,Fevzi Çakmak Mahallesi
Boş,Daire,11-15,3,120,130,3.Kat,Hayır,Kombi Doğalgaz,2,3+1,Var,275.0,24000.0,Etimesgut,Süvari Mahallesi
Boş,Daire,21 Ve Üzeri,4,100,110,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,500.0,30000.0,Etimesgut,Atakent Mahallesi
Boş,Daire,5-10,4,110,115,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,100.0,18000.0,Altındağ,Battalgazi Mahallesi
Boş,Daire,5-10,4,130,140,4.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,275.0,24000.0,Etimesgut,İstasyon Mahallesi
Boş,Daire,21 Ve Üzeri,3,115,120,Kot 1 (-1).Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,100.0,15500.0,Keçiören,19 Mayıs Mahallesi
Boş,Daire,0 (Yeni),8,130,145,1.Kat,Evet,Merkezi (Pay Ölçer),2,3+1,Var,250.0,35000.0,Sincan,Saraycık Mahallesi
Boş,Daire,11-15,3,220,240,3.Kat,Hayır,Kombi Doğalgaz,3,6+1,Var,200.0,34000.0,Keçiören,Esertepe Mahallesi
Boş,Daire,1,4,55,60,2.Kat,Hayır,Merkezi (Pay Ölçer),1,1+1,Var,200.0,30000.0,Keçiören,Etlik Mahallesi
Boş,Daire,21 Ve Üzeri,7,110,120,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,26000.0,Keçiören,Etlik Mahallesi
Boş,Daire,21 Ve Üzeri,4,120,130,1.Kat,Hayır,Merkezi Doğalgaz,1,3+1,Var,850.0,30000.0,Çankaya,Çankaya Mahallesi
Boş,Daire,0 (Yeni),30,170,200,21.Kat,Evet,Merkezi (Pay Ölçer),2,4.5+1,Var,2950.0,92000.0,Çankaya,Hilal Mahallesi
Boş,Daire,0 (Yeni),3,45,65,1.Kat,Hayır,Merkezi (Pay Ölçer),1,2+1,Var,850.0,60000.0,Çankaya,Büyükesat Mahallesi
Boş,Daire,21 Ve Üzeri,5,145,165,Yüksek Giriş,Hayır,Merkezi Doğalgaz,2,3+1,Var,850.0,53000.0,Çankaya,Kazım Özalp Mahallesi
Boş,Daire,21 Ve Üzeri,5,90,105,3.Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,50.0,29000.0,Altındağ,Gültepe Mahallesi
Boş,Daire,3,14,115,125,12.Kat,Evet,Merkezi (Pay Ölçer),2,3+1,Var,250.0,34500.0,Sincan,29 Ekim Mahallesi
Boş,Daire,0 (Yeni),2,65,70,1.Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,500.0,28000.0,Gölbaşı,İncek Mahallesi
Boş,Daire,0 (Yeni),13,50,55,8.Kat,Hayır,Merkezi (Pay Ölçer),1,1+1,Var,500.0,34500.0,Yenimahalle,Cumhuriyet Mahallesi
Boş,Daire,21 Ve Üzeri,4,65,75,3.Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,250.0,19500.0,Pursaklar,Ayyıldız Mahallesi
Boş,Daire,16-20,3,115,125,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,150.0,24500.0,Mamak,Mutlu Mahallesi
Boş,Daire,21 Ve Üzeri,16,150,165,12.Kat,Hayır,Merkezi Doğalgaz,2,3+1,Var,850.0,48500.0,Çankaya,Ümit Mahallesi
Boş,Daire,5-10,6,143,155,5.Kat,Evet,Merkezi (Pay Ölçer),2,3+1,Var,250.0,32000.0,Sincan,Saraycık Mahallesi
Boş,Daire,5-10,4,130,140,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,275.0,21500.0,Etimesgut,İstasyon Mahallesi
Boş,Daire,5-10,15,150,165,14.Kat,Hayır,Merkezi Doğalgaz,2,4+1,Var,500.0,35000.0,Yenimahalle,Pamuklar Mahallesi
Boş,Daire,21 Ve Üzeri,5,140,150,Yüksek Giriş,Hayır,Kombi Doğalgaz,1,3+1,Var,250.0,25000.0,Mamak,Peyami Safa Mahallesi
Boş,Daire,2,13,150,165,8.Kat,Evet,Merkezi Doğalgaz,2,3+1,Var,725.0,20500.0,Mamak,Zirvekent Mahallesi
Boş,Daire,11-15,8,80,95,5.Kat,Hayır,Merkezi Doğalgaz,1,2+1,Var,275.0,21000.0,Etimesgut,Turkuaz Mahallesi
Boş,Daire,5-10,2,110,120,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,18000.0,Keçiören,Etlik Mahallesi
Boş,Daire,5-10,2,110,120,Kot 2 (-2).Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,200.0,15000.0,Keçiören,Etlik Mahallesi
Boş,Daire,21 Ve Üzeri,7,56,66,7.Kat,Hayır,Merkezi (Pay Ölçer),1,1+1,Var,954.0,41000.0,Çankaya,Çukurambar Mahallesi
Boş,Daire,21 Ve Üzeri,4,120,125,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,25000.0,Keçiören,Aşağı Eğlence Mahallesi
Boş,Daire,21 Ve Üzeri,3,118,128,Bahçe Katı,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,17000.0,Keçiören,Aşağı Eğlence Mahallesi
Boş,Daire,1,4,45,50,1.Kat,Hayır,Kombi Doğalgaz,1,1+1,Var,500.0,24500.0,Gölbaşı,Taşpınar Mahallesi
Boş,Daire,21 Ve Üzeri,3,110,120,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,28000.0,Keçiören,Etlik Mahallesi
Boş,Daire,16-20,9,125,135,5.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,1750.0,60000.0,Çankaya,Çiğdem Mahallesi
Boş,Daire,11-15,5,95,105,2.Kat,Hayır,Kombi Doğalgaz,1,2+0,Var,850.0,27000.0,Çankaya,Malazgirt Mahallesi
Boş,Daire,21 Ve Üzeri,4,180,220,4.Kat,Hayır,Kombi Doğalgaz,2,5+1,Var,200.0,42000.0,Keçiören,Ayvalı Mahallesi
Boş,Daire,21 Ve Üzeri,4,110,120,Yüksek Giriş,Hayır,Kombi Doğalgaz,1,3+1,Var,50.0,15500.0,Sincan,Mareşal Çakmak Mahallesi
Kiracı Oturuyor,Daire,11-15,3,250,300,3.Kat,Hayır,Kombi Doğalgaz,4,3+1,Var,2000.0,100000.0,Çankaya,Gaziosmanpaşa Mahallesi
Boş,Daire,0 (Yeni),4,75,85,1.Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,275.0,40000.0,Altındağ,Aydınlıkevler Mahallesi
Boş,Daire,16-20,4,125,130,4.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,25000.0,Sincan,Fatih Mahallesi
Boş,Daire,11-15,12,85,95,6.Kat,Evet,Merkezi (Pay Ölçer),1,2+1,Var,1000.0,17500.0,Etimesgut,Yukarıyurtçu Mahallesi
Boş,Daire,5-10,17,60,70,1.Kat,Hayır,Merkezi (Pay Ölçer),1,1+1,Var,500.0,32000.0,Yenimahalle,Cumhuriyet Mahallesi
Boş,Daire,16-20,4,100,110,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,100.0,25000.0,Etimesgut,30 Ağustos Mahallesi
Boş,Daire,21 Ve Üzeri,3,90,100,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,500.0,24000.0,Yenimahalle,Ragıp Tüzün Mahallesi
Boş,Daire,5-10,13,115,130,8.Kat,Hayır,Merkezi (Pay Ölçer),2,3+1,Var,850.0,67500.0,Çankaya,İlkbahar Mahallesi
Boş,Daire,5-10,8,135,160,3.Kat,Evet,Merkezi (Pay Ölçer),2,3+1,Var,500.0,35000.0,Altındağ,Baraj Mahallesi
Boş,Daire,11-15,4,120,135,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,275.0,23500.0,Altındağ,Örnek Mahallesi
Boş,Daire,11-15,3,90,100,Kot 1 (-1).Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,275.0,25500.0,Etimesgut,Alsancak Mahallesi
Boş,Daire,21 Ve Üzeri,4,125,135,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,850.0,65000.0,Çankaya,Remzi Oğuz Arık Mahallesi
Boş,Daire,16-20,3,145,155,Yüksek Giriş,Hayır,Kombi Doğalgaz,2,4+1,Var,850.0,42000.0,Çankaya,Hilal Mahallesi
Kiracı Oturuyor,Daire,5-10,4,50,55,Yüksek Giriş,Hayır,Kombi Doğalgaz,1,1+1,Var,500.0,29000.0,Çankaya,Anıttepe Mahallesi
Boş,Daire,16-20,3,120,135,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,850.0,34000.0,Çankaya,Gökkuşağı Mahallesi
Boş,Daire,11-15,10,90,100,1.Kat,Hayır,Merkezi Doğalgaz,1,2+1,Var,275.0,18000.0,Etimesgut,Turkuaz Mahallesi
Boş,Daire,11-15,11,90,100,Yüksek Giriş,Hayır,Merkezi Doğalgaz,1,2+1,Var,275.0,17000.0,Etimesgut,Turkuaz Mahallesi
Boş,Daire,5-10,4,135,145,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,26000.0,Sincan,Mustafa Kemal Mahallesi
Boş,Daire,11-15,3,80,100,3.Kat,Hayır,Kombi Fueloil,1,2+1,Var,275.0,22000.0,Etimesgut,Alsancak Mahallesi
Boş,Daire,16-20,4,125,130,1.Kat,Evet,Kombi Doğalgaz,1,3+1,Var,725.0,19900.0,Mamak,Kıbrısköy Mahallesi
Boş,Daire,16-20,8,120,125,Yüksek Giriş,Hayır,Kombi Doğalgaz,1,3+1,Var,250.0,18500.0,Pursaklar,Mimar Sinan Mahallesi
Boş,Daire,16-20,3,120,125,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,28900.0,Keçiören,Çaldıran Mahallesi
Boş,Daire,16-20,4,120,135,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,850.0,40000.0,Çankaya,Hilal Mahallesi
Boş,Daire,21 Ve Üzeri,5,115,120,3.Kat,Hayır,Merkezi Doğalgaz,1,3+1,Var,1670.0,32000.0,Çankaya,Mebusevleri Mahallesi
Boş,Daire,0 (Yeni),3,50,55,Yüksek Giriş,Hayır,Merkezi (Pay Ölçer),1,1+1,Var,850.0,30000.0,Çankaya,Şehit Cevdet Özdemir Mahallesi
Mülk Sahibi Oturuyor,Daire,16-20,3,120,125,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,29000.0,Keçiören,Güçlükaya Mahallesi
Boş,Daire,21 Ve Üzeri,4,600,659,4.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,20500.0,Sincan,Ulubatlı Hasan Mahallesi
Boş,Daire,16-20,3,100,110,Yüksek Giriş,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,25000.0,Etimesgut,Atakent Mahallesi
Boş,Daire,11-15,3,110,120,Kot 2 (-2).Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,150.0,15000.0,Mamak,Mutlu Mahallesi
Boş,Daire,11-15,9,128,138,7.Kat,Evet,Kombi Doğalgaz,1,3+1,Var,650.0,35000.0,Yenimahalle,Çakırlar Mahallesi
Boş,Daire,11-15,5,120,132,1.Kat,Evet,Merkezi Doğalgaz,1,3+1,Var,275.0,27000.0,Gölbaşı,Eymir Mahallesi
Boş,Daire,16-20,3,100,110,Düz Giriş (Zemin),Hayır,Kombi Doğalgaz,1,3+1,Var,150.0,17000.0,Etimesgut,Atakent Mahallesi
Boş,Daire,21 Ve Üzeri,3,90,100,Düz Giriş (Zemin),Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,17000.0,Keçiören,19 Mayıs Mahallesi
Boş,Daire,16-20,3,120,125,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,27000.0,Keçiören,Etlik Mahallesi
Boş,Daire,5-10,3,130,135,3.Kat,Hayır,Kombi Doğalgaz,2,2+1,Var,1000.0,40000.0,Çankaya,Birlik Mahallesi
Boş,Daire,0 (Yeni),3,55,60,1.Kat,Hayır,Kombi Doğalgaz,1,1+1,Var,500.0,17000.0,Gölbaşı,İncek Mahallesi
Boş,Daire,11-15,25,150,170,9.Kat,Evet,Merkezi (Pay Ölçer),2,3+1,Var,275.0,49000.0,Gölbaşı,İncek Mahallesi
Boş,Daire,4,3,78,85,3.Kat,Evet,Merkezi (Pay Ölçer),1,2+1,Var,2900.0,42500.0,Yenimahalle,Ergazi Mahallesi
Boş,Daire,21 Ve Üzeri,6,75,85,Yüksek Giriş,Hayır,Kombi Doğalgaz,1,1+1,Var,1100.0,35000.0,Çankaya,Çiğdem Mahallesi
Boş,Daire,16-20,3,60,70,Kot 2 (-2).Kat,Hayır,Kombi Doğalgaz,1,1+1,Yok,275.0,14000.0,Etimesgut,Süvari Mahallesi
Boş,Daire,11-15,4,110,125,4.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,250.0,24000.0,Mamak,Durali Alıç Mahallesi
Boş,Daire,11-15,3,90,100,Kot 1 (-1).Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,275.0,25500.0,Etimesgut,Alsancak Mahallesi
Boş,Daire,11-15,3,120,125,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,250.0,25500.0,Pursaklar,Yunus Emre Mahallesi
Boş,Daire,5-10,12,170,180,12.Kat,Evet,Kombi Doğalgaz,2,4+1,Var,1500.0,38000.0,Pursaklar,Yunus Emre Mahallesi
Boş,Daire,11-15,11,110,125,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,150.0,25000.0,Mamak,Durali Alıç Mahallesi
Boş,Daire,21 Ve Üzeri,4,110,120,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,17000.0,Sincan,Mareşal Çakmak Mahallesi
Boş,Daire,2,4,133,140,4.Kat,Hayır,Kombi Doğalgaz,2,3+1,Var,400.0,25000.0,Sincan,Fevzi Çakmak Mahallesi
Boş,Daire,3,4,110,120,4.Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,150.0,25000.0,Mamak,Bahçelerüstü Mahallesi
Boş,Daire,3,4,110,120,4.Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,150.0,25000.0,Mamak,Bahçelerüstü Mahallesi
Boş,Daire,11-15,3,85,90,Düz Giriş (Zemin),Hayır,Kombi Doğalgaz,1,2+1,Var,100.0,15000.0,Polatlı,Şehitlik Mahallesi
Boş,Daire,11-15,5,80,100,5.Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,1000.0,40000.0,Çankaya,Kültür Mahallesi
Boş,Daire,21 Ve Üzeri,4,120,130,3.Kat,Evet,Kombi Doğalgaz,1,3+1,Var,250.0,17500.0,Sincan,Osmanlı Mahallesi
Boş,Daire,21 Ve Üzeri,3,115,125,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,850.0,45000.0,Çankaya,Yücetepe Mahallesi
Boş,Daire,0 (Yeni),16,165,190,10.Kat,Evet,Merkezi Doğalgaz,2,4+1,Var,1500.0,35000.0,Pursaklar,Fatih Mahallesi
Boş,Daire,16-20,3,120,132,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,22000.0,Keçiören,Bademlik Mahallesi
Boş,Daire,21 Ve Üzeri,25,120,125,4.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,250.0,18000.0,Pursaklar,Fatih Mahallesi
Boş,Daire,11-15,11,110,125,4.Kat,Evet,Kombi Doğalgaz,1,3+1,Var,725.0,27000.0,Mamak,Bahçeleriçi Mahallesi
Boş,Daire,21 Ve Üzeri,3,110,120,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,850.0,35000.0,Çankaya,Harbiye Mahallesi
Boş,Daire,11-15,3,120,140,2.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,150.0,20000.0,Mamak,General Zeki Doğan Mahallesi
Boş,Daire,0 (Yeni),16,150,170,14.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,150.0,30000.0,Mamak,Cengizhan Mahallesi
Boş,Daire,21 Ve Üzeri,3,110,120,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,850.0,26000.0,Çankaya,Harbiye Mahallesi
Boş,Daire,16-20,3,115,120,Kot 1 (-1).Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,15500.0,Keçiören,19 Mayıs Mahallesi
Boş,Daire,5-10,3,55,65,3.Kat,Hayır,Kombi Doğalgaz,1,1+1,Var,850.0,29000.0,Çankaya,Yaşamkent Mahallesi
Boş,Daire,16-20,4,95,115,2.Kat,Hayır,Kombi Doğalgaz,1,2+1,Var,100.0,22000.0,Polatlı,Şehitlik Mahallesi
Boş,Müstakil Ev,2,1,90,100,2.Kat,Hayır,Kombi Doğalgaz,1,2+1,Yok,500.0,38000.0,Gölbaşı,Taşpınar Mahallesi
Boş,Daire,16-20,3,120,130,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,200.0,30000.0,Keçiören,Şefkat Mahallesi
Boş,Daire,16-20,3,120,130,1.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,250.0,23000.0,Pursaklar,Merkez Mahallesi
Boş,Daire,4,4,110,128,2.Kat,Hayır,Kombi Doğalgaz,2,3+1,Var,275.0,22000.0,Altındağ,Başpınar Mahallesi
Boş,Daire,5-10,4,120,135,4.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,275.0,22000.0,Altındağ,Doğantepe Mahallesi
Boş,Daire,3,13,135,150,3.Kat,Hayır,Merkezi (Pay Ölçer),2,3+1,Var,275.0,35750.0,Altındağ,Güneşevler Mahallesi
Boş,Daire,0 (Yeni),12,150,165,5.Kat,Hayır,Merkezi (Pay Ölçer),2,4+1,Var,275.0,51000.0,Altındağ,Güneşevler Mahallesi
Boş,Daire,0 (Yeni),3,110,120,3.Kat,Hayır,Kombi Doğalgaz,1,3+1,Var,275.0,26000.0,Altındağ,Güneşevler Mahallesi
Boş,Daire,4,10,150,160,6.Kat,Evet,Kombi Doğalgaz,2,3+1,Var,250.0,31000.0,Sincan,29 Ekim Mahallesi
Boş,Daire,5-10,11,120,145,4.Kat,Evet,Kombi Doğalgaz,2,3+1,Var,725.0,32000.0,Mamak,Cengizhan Mahallesi
Boş,Daire,21 Ve Üzeri,4,100,110,Düz Giriş (Zemin),Evet,Kombi Doğalgaz,1,3+1,Var,725.0,12500.0,Mamak,Lalahan Mahallesi
Kiracı Oturuyor,Daire,21 Ve Üzeri,14,92,95,6.Kat,Hayır,Merkezi Doğalgaz,1,2+1,Var,275.0,26500.0,Etimesgut,Tunahan Mahallesi
Boş,Daire,21 Ve Üzeri,9,115,125,1.Kat,Evet,Merkezi Doğalgaz,1,3+1,Var,2050.0,27500.0,Yenimahalle,Kentkoop Mahallesi
